,virus,Start,End,Score
368,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18400,18500,2
369,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18450,18550,2
370,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18500,18600,2
371,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18550,18650,2
372,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18600,18700,0
373,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18650,18750,0
374,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18700,18800,0
375,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18750,18850,2
376,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18800,18900,2
377,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18850,18950,2
378,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18900,19000,1
379,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18950,19050,1
380,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19000,19100,0
381,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19050,19150,9
382,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19100,19200,9
383,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19150,19250,0
384,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19200,19300,0
385,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19250,19350,1
386,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19300,19400,1
387,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19350,19450,7
388,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19400,19500,7
389,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19450,19550,7
390,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19500,19600,1
391,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19550,19650,0
392,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19600,19700,0
393,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19650,19750,0
394,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19700,19800,3
395,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19750,19850,3
396,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19800,19900,2
397,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19850,19950,0
398,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19900,20000,0
399,nc_045512.2.fasta.S10-20_L0-8_M2.pal,19950,20050,0
400,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20000,20100,0
401,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20050,20150,0
402,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20100,20200,0
403,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20150,20250,0
404,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20200,20300,2
405,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20250,20350,3
406,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20300,20400,3
407,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20350,20450,1
408,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20400,20500,0
409,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20450,20550,2
410,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20500,20600,3
411,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20550,20650,1
412,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20600,20700,2
413,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20650,20750,2
414,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20700,20800,1
415,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20750,20850,0
416,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20800,20900,0
417,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20850,20950,1
418,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20900,21000,1
419,nc_045512.2.fasta.S10-20_L0-8_M2.pal,20950,21050,8
420,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21000,21100,7
421,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21050,21150,0
422,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21100,21200,0
423,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21150,21250,0
424,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21200,21300,0
425,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21250,21350,0
426,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21300,21400,1
427,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21350,21450,8
428,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21400,21500,8
429,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21450,21550,9
430,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21500,21600,6
431,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21550,21650,2
432,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21600,21700,1
433,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21650,21750,1
434,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21700,21800,1
435,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21750,21850,0
436,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21800,21900,0
437,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21850,21950,1
438,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21900,22000,4
439,nc_045512.2.fasta.S10-20_L0-8_M2.pal,21950,22050,3
440,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22000,22100,3
441,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22050,22150,2
442,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22100,22200,2
443,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22150,22250,3
444,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22200,22300,1
445,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22250,22350,1
446,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22300,22400,6
447,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22350,22450,6
448,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22400,22500,6
449,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22450,22550,1
450,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22500,22600,2
451,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22550,22650,16
452,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22600,22700,14
453,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22650,22750,14
454,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22700,22800,2
455,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22750,22850,2
456,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22800,22900,2
457,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22850,22950,2
458,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22900,23000,4
459,nc_045512.2.fasta.S10-20_L0-8_M2.pal,22950,23050,4
460,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23000,23100,3
461,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23050,23150,3
462,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23100,23200,1
463,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23150,23250,0
464,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23200,23300,0
465,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23250,23350,0
466,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23300,23400,0
467,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23350,23450,0
468,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23400,23500,0
469,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23450,23550,4
470,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23500,23600,4
471,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23550,23650,4
472,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23600,23700,0
473,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23650,23750,0
474,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23700,23800,1
475,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23750,23850,3
476,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23800,23900,4
477,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23850,23950,6
478,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23900,24000,5
479,nc_045512.2.fasta.S10-20_L0-8_M2.pal,23950,24050,6
480,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24000,24100,2
481,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24050,24150,0
482,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24100,24200,2
483,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24150,24250,9
484,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24200,24300,9
485,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24250,24350,11
486,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24300,24400,3
487,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24350,24450,0
488,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24400,24500,0
489,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24450,24550,0
490,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24500,24600,0
491,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24550,24650,0
492,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24600,24700,0
493,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24650,24750,0
494,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24700,24800,0
495,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24750,24850,4
496,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24800,24900,4
497,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24850,24950,3
498,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24900,25000,4
499,nc_045512.2.fasta.S10-20_L0-8_M2.pal,24950,25050,7
500,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25000,25100,7
501,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25050,25150,6
502,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25100,25200,0
503,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25150,25250,0
504,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25200,25300,0
505,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25250,25350,0
506,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25300,25400,4
507,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25350,25450,6
508,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25400,25500,6
509,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25450,25550,1
510,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25500,25600,0
511,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25550,25650,0
512,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25600,25700,0
513,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25650,25750,3
514,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25700,25800,3
515,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25750,25850,11
516,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25800,25900,14
517,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25850,25950,14
518,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25900,26000,3
519,nc_045512.2.fasta.S10-20_L0-8_M2.pal,25950,26050,19
520,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26000,26100,25
521,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26050,26150,23
522,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26100,26200,7
523,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26150,26250,7
524,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26200,26300,10
525,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26250,26350,10
526,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26300,26400,0
527,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26350,26450,0
528,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26400,26500,3
529,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26450,26550,13
530,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26500,26600,14
531,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26550,26650,14
532,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26600,26700,2
533,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26650,26750,0
534,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26700,26800,1
535,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26750,26850,1
536,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26800,26900,1
537,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26850,26950,0
538,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26900,27000,0
539,nc_045512.2.fasta.S10-20_L0-8_M2.pal,26950,27050,0
540,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27000,27100,0
541,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27050,27150,0
542,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27100,27200,5
543,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27150,27250,5
544,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27200,27300,7
545,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27250,27350,17
546,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27300,27400,15
547,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27350,27450,13
548,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27400,27500,1
549,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27450,27550,1
550,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27500,27600,0
551,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27550,27650,1
552,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27600,27700,3
553,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27650,27750,11
554,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27700,27800,9
555,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27750,27850,1
556,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27800,27900,0
557,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27850,27950,1
558,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27900,28000,3
559,nc_045512.2.fasta.S10-20_L0-8_M2.pal,27950,28050,7
560,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28000,28100,4
561,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28050,28150,0
562,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28100,28200,0
563,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28150,28250,3
564,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28200,28300,5
565,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28250,28350,5
566,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28300,28400,2
567,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28350,28450,1
568,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28400,28500,0
569,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28450,28550,1
570,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28500,28600,1
571,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28550,28650,1
572,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28600,28700,0
573,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28650,28750,0
574,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28700,28800,0
575,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28750,28850,0
576,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28800,28900,3
577,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28850,28950,3
578,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28900,29000,0
579,nc_045512.2.fasta.S10-20_L0-8_M2.pal,28950,29050,12
580,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29000,29100,12
581,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29050,29150,12
582,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29100,29200,4
583,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29150,29250,4
584,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29200,29300,3
585,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29250,29350,5
586,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29300,29400,5
587,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29350,29450,2
588,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29400,29500,2
589,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29450,29550,1
590,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29500,29600,0
591,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29550,29650,3
592,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29600,29700,3
593,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29650,29750,3
594,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29700,29800,0
595,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29750,29850,0
596,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29800,29900,0
597,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29850,29950,0
598,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29900,30000,0
599,nc_045512.2.fasta.S10-20_L0-8_M2.pal,29950,30050,0
600,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30000,30100,0
601,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30050,30150,0
602,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30100,30200,0
603,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30150,30250,0
604,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30200,30300,0
605,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30250,30350,0
606,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30300,30400,0
607,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30350,30450,0
608,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30400,30500,0
609,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30450,30550,0
610,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30500,30600,0
611,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30550,30650,0
612,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30600,30700,0
613,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30650,30750,0
614,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30700,30800,0
615,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30750,30850,0
616,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30800,30900,0
617,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30850,30950,0
618,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30900,31000,0
619,nc_045512.2.fasta.S10-20_L0-8_M2.pal,30950,31050,0
620,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31000,31100,0
621,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31050,31150,0
622,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31100,31200,0
623,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31150,31250,0
624,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31200,31300,0
625,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31250,31350,0
626,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31300,31400,0
627,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31350,31450,0
628,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31400,31500,0
629,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31450,31550,0
630,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31500,31600,0
631,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31550,31650,0
632,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31600,31700,0
633,nc_045512.2.fasta.S10-20_L0-8_M2.pal,31650,31750,0
