,virus,Start,End,Score
1441,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7205,7215,0
1442,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7210,7220,0
1443,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7215,7225,0
1444,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7220,7230,0
1445,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7225,7235,0
1446,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7230,7240,0
1447,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7235,7245,0
1448,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7240,7250,0
1449,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7245,7255,0
1450,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7250,7260,0
1451,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7255,7265,0
1452,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7260,7270,0
1453,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7265,7275,0
1454,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7270,7280,0
1455,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7275,7285,0
1456,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7280,7290,0
1457,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7285,7295,0
1458,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7290,7300,0
1459,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7295,7305,0
1460,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7300,7310,0
1461,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7305,7315,0
1462,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7310,7320,0
1463,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7315,7325,0
1464,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7320,7330,0
1465,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7325,7335,0
1466,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7330,7340,0
1467,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7335,7345,0
1468,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7340,7350,0
1469,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7345,7355,0
1470,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7350,7360,0
1471,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7355,7365,0
1472,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7360,7370,0
1473,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7365,7375,0
1474,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7370,7380,0
1475,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7375,7385,0
1476,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7380,7390,0
1477,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7385,7395,0
1478,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7390,7400,0
1479,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7395,7405,0
1480,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7400,7410,0
1481,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7405,7415,0
1482,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7410,7420,0
1483,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7415,7425,0
1484,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7420,7430,0
1485,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7425,7435,0
1486,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7430,7440,0
1487,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7435,7445,0
1488,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7440,7450,0
1489,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7445,7455,0
1490,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7450,7460,0
1491,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7455,7465,0
1492,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7460,7470,2
1493,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7465,7475,2
1494,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7470,7480,2
1495,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7475,7485,2
1496,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7480,7490,2
1497,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7485,7495,2
1498,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7490,7500,2
1499,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7495,7505,2
1500,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7500,7510,2
1501,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7505,7515,2
1502,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7510,7520,0
1503,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7515,7525,0
1504,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7520,7530,0
1505,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7525,7535,0
1506,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7530,7540,0
1507,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7535,7545,0
1508,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7540,7550,0
1509,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7545,7555,0
1510,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7550,7560,0
1511,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7555,7565,0
1512,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7560,7570,0
1513,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7565,7575,0
1514,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7570,7580,0
1515,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7575,7585,0
1516,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7580,7590,0
1517,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7585,7595,0
1518,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7590,7600,0
1519,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7595,7605,0
1520,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7600,7610,0
1521,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7605,7615,0
1522,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7610,7620,0
1523,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7615,7625,0
1524,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7620,7630,0
1525,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7625,7635,0
1526,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7630,7640,0
1527,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7635,7645,0
1528,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7640,7650,0
1529,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7645,7655,0
1530,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7650,7660,0
1531,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7655,7665,0
1532,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7660,7670,0
1533,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7665,7675,0
1534,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7670,7680,0
1535,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7675,7685,0
1536,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7680,7690,0
1537,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7685,7695,0
1538,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7690,7700,0
1539,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7695,7705,0
1540,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7700,7710,0
1541,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7705,7715,0
1542,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7710,7720,0
1543,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7715,7725,0
1544,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7720,7730,0
1545,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7725,7735,0
1546,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7730,7740,0
1547,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7735,7745,0
1548,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7740,7750,0
1549,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7745,7755,0
1550,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7750,7760,0
1551,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7755,7765,0
1552,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7760,7770,0
1553,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7765,7775,0
1554,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7770,7780,0
1555,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7775,7785,0
1556,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7780,7790,0
1557,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7785,7795,0
1558,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7790,7800,0
1559,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7795,7805,0
1560,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7800,7810,0
1561,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7805,7815,0
1562,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7810,7820,0
1563,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7815,7825,0
1564,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7820,7830,0
1565,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7825,7835,0
1566,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7830,7840,0
1567,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7835,7845,0
1568,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7840,7850,0
1569,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7845,7855,2
1570,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7850,7860,2
1571,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7855,7865,2
1572,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7860,7870,2
1573,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7865,7875,2
1574,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7870,7880,2
1575,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7875,7885,2
1576,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7880,7890,2
1577,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7885,7895,2
1578,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7890,7900,0
1579,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7895,7905,0
1580,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7900,7910,0
1581,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7905,7915,0
1582,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7910,7920,0
1583,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7915,7925,0
1584,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7920,7930,0
1585,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7925,7935,0
1586,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7930,7940,0
1587,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7935,7945,0
1588,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7940,7950,0
1589,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7945,7955,0
1590,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7950,7960,0
1591,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7955,7965,0
1592,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7960,7970,0
1593,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7965,7975,0
1594,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7970,7980,0
1595,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7975,7985,0
1596,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7980,7990,0
1597,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7985,7995,0
1598,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7990,8000,0
1599,nc_045512.2.fasta.S15-30_L3-10_M3.pal,7995,8005,0
1600,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8000,8010,0
1601,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8005,8015,0
1602,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8010,8020,0
1603,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8015,8025,0
1604,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8020,8030,0
1605,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8025,8035,0
1606,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8030,8040,0
1607,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8035,8045,0
1608,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8040,8050,0
1609,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8045,8055,0
1610,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8050,8060,0
1611,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8055,8065,0
1612,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8060,8070,0
1613,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8065,8075,0
1614,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8070,8080,0
1615,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8075,8085,0
1616,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8080,8090,0
1617,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8085,8095,0
1618,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8090,8100,0
1619,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8095,8105,0
1620,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8100,8110,0
1621,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8105,8115,0
1622,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8110,8120,0
1623,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8115,8125,0
1624,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8120,8130,0
1625,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8125,8135,0
1626,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8130,8140,0
1627,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8135,8145,0
1628,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8140,8150,0
1629,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8145,8155,0
1630,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8150,8160,0
1631,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8155,8165,0
1632,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8160,8170,0
1633,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8165,8175,0
1634,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8170,8180,0
1635,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8175,8185,0
1636,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8180,8190,0
1637,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8185,8195,0
1638,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8190,8200,0
1639,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8195,8205,0
1640,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8200,8210,0
1641,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8205,8215,0
1642,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8210,8220,0
1643,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8215,8225,0
1644,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8220,8230,0
1645,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8225,8235,0
1646,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8230,8240,0
1647,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8235,8245,0
1648,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8240,8250,0
1649,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8245,8255,0
1650,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8250,8260,0
1651,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8255,8265,0
1652,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8260,8270,0
1653,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8265,8275,0
1654,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8270,8280,0
1655,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8275,8285,0
1656,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8280,8290,0
1657,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8285,8295,0
1658,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8290,8300,0
1659,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8295,8305,0
1660,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8300,8310,0
1661,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8305,8315,0
1662,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8310,8320,0
1663,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8315,8325,0
1664,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8320,8330,0
1665,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8325,8335,0
1666,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8330,8340,0
1667,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8335,8345,0
1668,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8340,8350,0
1669,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8345,8355,0
1670,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8350,8360,0
1671,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8355,8365,0
1672,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8360,8370,0
1673,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8365,8375,0
1674,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8370,8380,0
1675,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8375,8385,0
1676,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8380,8390,0
1677,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8385,8395,0
1678,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8390,8400,0
1679,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8395,8405,0
1680,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8400,8410,0
1681,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8405,8415,0
1682,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8410,8420,0
1683,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8415,8425,0
1684,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8420,8430,0
1685,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8425,8435,0
1686,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8430,8440,0
1687,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8435,8445,0
1688,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8440,8450,0
1689,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8445,8455,0
1690,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8450,8460,0
1691,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8455,8465,0
1692,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8460,8470,0
1693,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8465,8475,0
1694,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8470,8480,0
1695,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8475,8485,0
1696,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8480,8490,0
1697,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8485,8495,0
1698,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8490,8500,0
1699,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8495,8505,0
1700,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8500,8510,0
1701,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8505,8515,0
1702,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8510,8520,0
1703,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8515,8525,0
1704,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8520,8530,0
1705,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8525,8535,0
1706,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8530,8540,0
1707,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8535,8545,0
1708,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8540,8550,0
1709,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8545,8555,0
1710,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8550,8560,0
1711,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8555,8565,0
1712,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8560,8570,0
1713,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8565,8575,0
1714,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8570,8580,0
1715,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8575,8585,0
1716,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8580,8590,0
1717,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8585,8595,0
1718,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8590,8600,0
1719,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8595,8605,0
1720,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8600,8610,0
1721,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8605,8615,0
1722,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8610,8620,0
1723,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8615,8625,0
1724,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8620,8630,0
1725,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8625,8635,0
1726,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8630,8640,0
1727,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8635,8645,0
1728,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8640,8650,0
1729,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8645,8655,0
1730,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8650,8660,0
1731,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8655,8665,0
1732,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8660,8670,0
1733,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8665,8675,0
1734,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8670,8680,0
1735,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8675,8685,0
1736,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8680,8690,0
1737,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8685,8695,0
1738,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8690,8700,0
1739,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8695,8705,0
1740,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8700,8710,0
1741,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8705,8715,0
1742,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8710,8720,0
1743,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8715,8725,0
1744,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8720,8730,0
1745,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8725,8735,0
1746,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8730,8740,0
1747,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8735,8745,0
1748,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8740,8750,0
1749,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8745,8755,0
1750,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8750,8760,0
1751,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8755,8765,0
1752,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8760,8770,0
1753,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8765,8775,0
1754,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8770,8780,0
1755,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8775,8785,0
1756,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8780,8790,0
1757,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8785,8795,0
1758,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8790,8800,0
1759,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8795,8805,0
1760,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8800,8810,0
1761,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8805,8815,0
1762,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8810,8820,0
1763,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8815,8825,0
1764,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8820,8830,0
1765,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8825,8835,0
1766,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8830,8840,0
1767,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8835,8845,0
1768,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8840,8850,0
1769,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8845,8855,0
1770,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8850,8860,0
1771,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8855,8865,0
1772,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8860,8870,0
1773,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8865,8875,0
1774,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8870,8880,0
1775,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8875,8885,0
1776,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8880,8890,0
1777,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8885,8895,0
1778,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8890,8900,0
1779,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8895,8905,0
1780,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8900,8910,0
1781,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8905,8915,0
1782,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8910,8920,0
1783,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8915,8925,0
1784,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8920,8930,0
1785,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8925,8935,0
1786,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8930,8940,0
1787,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8935,8945,0
1788,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8940,8950,0
1789,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8945,8955,0
1790,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8950,8960,0
1791,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8955,8965,0
1792,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8960,8970,0
1793,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8965,8975,0
1794,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8970,8980,0
1795,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8975,8985,0
1796,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8980,8990,0
1797,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8985,8995,0
1798,nc_045512.2.fasta.S15-30_L3-10_M3.pal,8990,9000,0
